 0.90 380 1.60 0.0775 3.393e-06 0.0162 2.483e-10
 0.90 380 1.70 0.0624 3.480e-06 0.0147 1.943e-10
 0.90 380 1.80 0.0506 3.567e-06 0.0134 1.552e-10
 0.90 380 1.90 0.0414 3.654e-06 0.0123 1.259e-10
 0.90 380 2.00 0.0340 3.740e-06 0.0113 1.035e-10
 0.90 380 2.10 0.0282 3.827e-06 0.0104 8.612e-11
 0.90 380 2.20 0.0235 3.914e-06 0.0097 7.235e-11
 0.90 380 2.30 0.0198 3.958e-06 0.0090 6.132e-11
 0.90 380 2.40 0.0167 4.044e-06 0.0084 5.238e-11
 0.90 380 2.50 0.0143 4.131e-06 0.0079 4.505e-11
 0.90 380 2.60 0.0123 4.175e-06 0.0074 3.900e-11
 0.90 380 2.70 0.0107 4.262e-06 0.0070 3.395e-11
 0.90 380 2.80 0.0094 4.348e-06 0.0066 2.971e-11
 0.90 380 2.90 0.0083 4.392e-06 0.0062 2.613e-11
 0.90 380 3.00 0.0074 4.479e-06 0.0059 2.308e-11
 0.90 380 3.10 0.0067 4.522e-06 0.0056 2.047e-11
 0.90 380 3.20 0.0060 4.609e-06 0.0053 1.823e-11
 0.90 380 3.30 0.0055 4.653e-06 0.0050 1.629e-11
 0.90 380 3.40 0.0051 4.696e-06 0.0048 1.461e-11
 0.90 380 3.50 0.0048 4.783e-06 0.0046 1.314e-11
 0.90 380 3.60 0.0045 4.826e-06 0.0044 1.185e-11
 0.90 380 3.70 0.0042 4.870e-06 0.0042 1.072e-11
 0.90 380 3.80 0.0040 4.957e-06 0.0040 9.723e-12
 0.90 380 3.90 0.0038 5.000e-06 0.0038 8.840e-12
 0.90 380 4.00 0.0037 5.000e-06 0.0037 8.057e-12
 0.90 380 4.10 0.0036 5.000e-06 0.0036 7.359e-12
 0.90 380 4.20 0.0035 5.000e-06 0.0035 6.736e-12
 0.90 380 4.30 0.0034 5.000e-06 0.0034 6.178e-12
 0.90 380 4.40 0.0033 5.000e-06 0.0033 5.677e-12
 0.90 380 4.50 0.0032 5.000e-06 0.0032 5.227e-12
 0.90 380 4.60 0.0032 5.000e-06 0.0032 4.821e-12
